,ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
782,A-783,Source2,2,2016-06-21 14:03:09,2016-06-21 14:48:10,38.781418,-121.145889,,,0.0,Accident on Auburn Folsom Rd Southbound near Moss Ln.,Auburn Folsom Rd,Granite Bay,Placer,CA,95746-5879,US,US/Pacific,KMCC,2016-06-21 13:55:00,93.2,,12.0,29.97,9.0,NW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
783,A-784,Source2,3,2016-06-21 14:16:46,2016-06-21 14:46:46,37.608707,-122.068192,,,0.0,Accident on I-880 Southbound at Exit 24 Whipple Rd.,Nimitz Fwy S,Union City,Alameda,CA,94587,US,US/Pacific,KHWD,2016-06-21 13:54:00,82.9,,26.0,30.03,10.0,WNW,11.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
784,A-785,Source2,3,2016-06-21 14:17:32,2016-06-21 15:17:32,38.547523,-121.717918,,,0.0,Very slow traffic due to accident on I-80 Eastbound near Exit 73 Olive Dr.,I-80 E,Davis,Yolo,CA,95618,US,US/Pacific,KEDU,2016-06-21 14:15:00,93.2,,20.0,29.96,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
785,A-786,Source2,2,2016-06-21 14:41:50,2016-06-21 15:11:50,37.977779,-122.06575,,,0.0,Accident on Concord Ave at Contra Costa Blvd.,Contra Costa Blvd,Pleasant Hill,Contra Costa,CA,94523-1203,US,US/Pacific,KCCR,2016-06-21 14:53:00,98.1,,11.0,29.91,10.0,NW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
786,A-787,Source2,2,2016-06-21 14:34:20,2016-06-21 15:04:20,37.339455,-121.852043,,,0.0,Accident on US-101 Southbound at Exits 385A 385B I-680.,I-680 N,San Jose,Santa Clara,CA,95122,US,US/Pacific,KRHV,2016-06-21 14:55:00,93.2,,16.0,29.99,10.0,NW,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
787,A-788,Source2,2,2016-06-21 14:49:07,2016-06-21 15:19:07,37.553684,-122.296257,,,0.0,Accident on US-101 Northbound at Exit 414B CA-92.,US-101 N,San Mateo,San Mateo,CA,94403,US,US/Pacific,KSQL,2016-06-21 14:50:00,84.2,,33.0,29.99,10.0,North,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
788,A-789,Source2,3,2016-06-21 14:57:48,2016-06-21 15:27:48,37.731983,-122.415413,,,0.0,Accident on I-280 Northbound at Exit 53 Alemany Blvd.,John F Foran Fwy,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-06-21 14:56:00,71.1,,47.0,30.0,10.0,WNW,24.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
789,A-790,Source2,3,2016-06-21 14:53:08,2016-06-21 15:23:08,37.854485,-122.219765,,,0.0,Accident on CA-24 Westbound at Exit 6 Caldecott Ln.,CA-24 W,Oakland,Alameda,CA,94618,US,US/Pacific,KOAK,2016-06-21 14:53:00,77.0,,40.0,30.0,10.0,WNW,15.0,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
790,A-791,Source2,2,2016-06-21 14:51:55,2016-06-21 15:21:55,37.992588,-122.039635,,,0.0,Accident on CA-242 Southbound at Exit 2 Grant St.,CA-242 S,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2016-06-21 14:53:00,98.1,,11.0,29.91,10.0,NW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
791,A-792,Source2,2,2016-06-21 14:52:37,2016-06-21 15:37:37,38.58997,-121.26548,,,0.0,Slow traffic due to accident on White Rock Rd Eastbound at County Hwy-E2 Sunrise Blvd.,Sunrise Blvd,Rancho Cordova,Sacramento,CA,95742,US,US/Pacific,KMHR,2016-06-21 14:46:00,96.8,,17.0,29.93,10.0,NNW,10.4,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
792,A-793,Source2,2,2016-06-21 15:09:59,2016-06-21 15:54:59,39.328636,-121.11116,,,0.0,Accident on CA-49 at Tyler Foote Rd.,State Highway 49,Nevada City,Nevada,CA,95959-9307,US,US/Pacific,KGOO,2016-06-21 15:05:00,87.8,,19.0,30.12,10.0,WSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
793,A-794,Source2,2,2016-06-21 15:23:34,2016-06-21 16:08:34,38.481689,-121.396133,,,0.0,Accident on Gerber Rd at Reese Rd.,Reese Rd,Sacramento,Sacramento,CA,95828-3722,US,US/Pacific,KSAC,2016-06-21 15:53:00,97.0,,13.0,29.91,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
794,A-795,Source2,3,2016-06-21 16:02:09,2016-06-21 16:32:09,37.462418,-122.144402,,,0.0,Accident on US-101 Southbound at Exit 403 Donohoe St.,Bayshore Fwy S,Palo Alto,San Mateo,CA,94303,US,US/Pacific,KPAO,2016-06-21 15:47:00,78.8,,51.0,29.97,30.0,NW,17.3,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
795,A-796,Source2,3,2016-06-21 15:55:54,2016-06-21 16:25:54,38.404911,-121.912468,,,0.0,Accident on I-80 Westbound at Exit 59 Meridian Rd.,I-80 W,Vacaville,Solano,CA,95687,US,US/Pacific,KVCB,2016-06-21 15:53:00,99.0,,18.0,29.92,10.0,SSW,8.1,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
796,A-797,Source2,2,2016-06-21 15:56:52,2016-06-21 16:56:52,38.744423,-121.247093,,,0.0,Slow traffic due to accident on Douglas Blvd Southbound near Eureka Rd.,Douglas Blvd,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,2016-06-21 15:55:00,95.0,,12.0,29.92,10.0,NW,8.1,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
797,A-798,Source2,2,2016-06-21 16:16:25,2016-06-21 17:01:25,38.203735,-121.556808,,,0.0,Accident on Isleton Rd at Andrus Island Rd.,Isleton Rd,Isleton,Sacramento,CA,95641-9701,US,US/Pacific,KSUU,2016-06-21 15:58:00,96.8,,17.0,29.91,10.0,SSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
798,A-799,Source2,3,2016-06-21 16:47:53,2016-06-21 17:17:53,38.671062,-121.591881,,,0.0,Queueing traffic due to accident on I-5 Southbound at Exit 528 Airport Blvd.,CA-16 E,Sacramento,Sacramento,CA,95837,US,US/Pacific,KSMF,2016-06-21 16:53:00,97.0,,16.0,29.88,10.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
799,A-800,Source2,2,2016-06-21 17:55:06,2016-06-21 18:25:06,38.566139,-121.336296,,,0.0,Accident on US-50 Westbound at Exit 13 Bradshaw Rd.,Bradshaw Rd,Sacramento,Sacramento,CA,95827,US,US/Pacific,KMHR,2016-06-21 17:45:00,98.6,,10.0,29.87,10.0,NNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
800,A-801,Source2,2,2016-06-21 18:48:19,2016-06-21 19:18:19,38.846264,-121.299644,,,0.0,Lane blocked on exit ramp due to accident on CA-65 Northbound at Exit 313 Twelve Bridges Dr.,CA-65 N,Lincoln,Placer,CA,95648,US,US/Pacific,KLHM,2016-06-21 18:55:00,96.8,,11.0,29.86,10.0,WNW,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
801,A-802,Source2,3,2016-06-21 18:58:58,2016-06-21 19:28:58,38.564201,-121.513878,,,0.0,Lane closed on exit ramp due to accident on I-5 Northbound at Exits 518 519A CA-99 CA-16.,I-5 N,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,2016-06-21 18:53:00,93.9,,23.0,29.87,10.0,SW,12.7,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
802,A-803,Source2,2,2016-06-21 19:21:38,2016-06-21 20:06:38,38.682323,-120.847435,,,0.0,Accident on Pleasant Valley Rd at Hinman Aly.,Pleasant Valley Rd,El Dorado,El Dorado,CA,95623-4232,US,US/Pacific,KPVF,2016-06-21 19:15:00,86.0,,18.0,30.06,10.0,West,3.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
803,A-804,Source2,2,2016-06-21 19:36:26,2016-06-21 20:06:26,37.923492,-122.513168,,,0.0,Accident on US-101 Northbound at Exits 449 449A Tamalpais Dr.,US-101 N,Corte Madera,Marin,CA,94925,US,US/Pacific,KDVO,2016-06-21 19:35:00,77.0,,32.0,29.94,,ESE,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
804,A-805,Source2,3,2016-06-21 19:38:23,2016-06-21 20:08:23,37.692444,-122.140167,,,0.0,Accident on I-880 Southbound at Exit 31B Washington Ave.,I-880 N,San Leandro,Alameda,CA,94578,US,US/Pacific,KHWD,2016-06-21 19:54:00,66.0,,59.0,29.99,10.0,West,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
805,A-806,Source2,3,2016-06-21 19:34:13,2016-06-21 20:04:13,37.804386,-121.989738,,,0.0,Accident on I-680 Northbound at Exit 36 Crow Canyon Rd.,I-680 N,Danville,Contra Costa,CA,94526,US,US/Pacific,KCCR,2016-06-21 19:53:00,84.0,,15.0,29.88,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
806,A-807,Source2,2,2016-06-21 19:45:28,2016-06-21 20:15:28,37.252171,-121.95821399999998,,,0.0,Accident on CA-17 Southbound at Exits 21 22 Lark Ave.,CA-17 S,Los Gatos,Santa Clara,CA,95032,US,US/Pacific,KSJC,2016-06-21 19:53:00,73.0,,42.0,29.97,10.0,NW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
807,A-808,Source2,3,2016-06-21 19:46:41,2016-06-21 20:16:41,37.701649,-121.911278,,,0.0,Lane blocked due to accident on I-580 Eastbound at Exit 45 Hopyard Rd.,I-580 E,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2016-06-21 19:53:00,80.1,,27.0,29.93,10.0,NW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
808,A-809,Source2,2,2016-06-21 20:03:18,2016-06-21 20:33:18,37.807072,-122.475616,,,0.0,Accident on US-101 Golden Gate Brg Southbound at Exit 439 Transit Transfer Facility.,Golden Gate Brg S,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2016-06-21 19:56:00,61.0,,67.0,29.98,10.0,WNW,20.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
809,A-810,Source2,3,2016-06-21 20:02:45,2016-06-21 20:32:45,37.690559,-122.074669,,,0.0,Accident on I-580 Eastbound at Exit 36 Redwood Rd.,I-580 E,Castro Valley,Alameda,CA,94546,US,US/Pacific,KHWD,2016-06-21 19:54:00,66.0,,59.0,29.99,10.0,West,8.1,,Clear,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
810,A-811,Source2,3,2016-06-21 20:03:23,2016-06-21 20:48:23,37.766987,-121.335495,,,0.0,Two lanes blocked due to accident on I-205 Westbound at I-5.,I-205 W,Tracy,San Joaquin,CA,95304,US,US/Pacific,KSCK,2016-06-21 19:55:00,88.0,,24.0,29.89,10.0,West,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
811,A-812,Source2,3,2016-06-21 20:19:38,2016-06-21 20:49:38,37.700043,-121.779655,,,0.0,Accident on I-580 Eastbound at Exit 51 Isabel Ave.,I-580 E,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2016-06-21 19:53:00,80.1,,27.0,29.93,10.0,NW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
812,A-813,Source2,3,2016-06-21 20:38:09,2016-06-21 21:08:09,37.933292,-121.296669,,,0.0,Right hand shoulder blocked due to accident on I-5 Northbound at Exit 471 Charter Way.,I-5 N,Stockton,San Joaquin,CA,95206,US,US/Pacific,KSCK,2016-06-21 20:55:00,81.0,,31.0,29.9,10.0,WNW,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
813,A-814,Source2,2,2016-06-21 20:48:42,2016-06-21 21:33:42,39.411289,-123.354477,,,0.0,Lane blocked due to accident on US-101 Main St Northbound at Mendocino Ave.,E Mendocino Ave,Willits,Mendocino,CA,95490-3554,US,US/Pacific,KUKI,2016-06-21 20:56:00,78.1,,32.0,29.94,10.0,North,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
814,A-815,Source2,2,2016-06-21 21:18:10,2016-06-21 21:48:10,38.556145,-121.443192,,,0.0,Accident on US-50 Eastbound at Exit 7 Stockton Blvd.,El Dorado Fwy E,Sacramento,Sacramento,CA,95819,US,US/Pacific,KSAC,2016-06-21 20:53:00,80.1,,23.0,29.88,10.0,SSW,9.2,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
815,A-816,Source2,3,2016-06-21 21:39:20,2016-06-21 22:09:20,38.74008900000001,-121.273468,,,0.0,Accident on I-80 Eastbound at Exits 103 103A 103B Sunrise Ave.,I-80 E,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,2016-06-21 21:35:00,80.6,,23.0,29.89,10.0,SSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
816,A-817,Source2,3,2016-06-21 21:42:40,2016-06-21 22:27:40,38.74008900000001,-121.273468,,,0.0,Accident on I-80 Eastbound at Exits 103 103A 103B Sunrise Ave.,I-80 E,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,2016-06-21 21:35:00,80.6,,23.0,29.89,10.0,SSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
817,A-818,Source2,2,2016-06-21 21:33:47,2016-06-21 22:18:47,38.74398400000001,-121.226074,,,0.0,Accident on County Hwy-E3 Sierra College Blvd at Douglas Blvd.,Douglas Blvd,Granite Bay,Placer,CA,95746,US,US/Pacific,KMCC,2016-06-21 21:35:00,80.6,,23.0,29.89,10.0,SSW,9.2,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
818,A-819,Source2,2,2016-06-21 21:45:26,2016-06-21 22:15:26,38.477348,-122.73214,,,0.0,Accident on US-101 Northbound at Exit 492 Mendocino Ave.,US-101 N,Santa Rosa,Sonoma,CA,95403,US,US/Pacific,KSTS,2016-06-21 21:53:00,59.0,,69.0,29.92,8.0,South,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
819,A-820,Source2,3,2016-06-21 22:01:11,2016-06-21 22:31:11,37.364136,-122.124481,,,0.0,Accident on I-280 Southbound at Exit 16 El Monte Rd.,I-280 S,Los Altos,Santa Clara,CA,94022,US,US/Pacific,KNUQ,2016-06-21 21:56:00,64.0,,73.0,30.01,10.0,North,10.4,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
820,A-821,Source2,3,2016-06-21 22:02:04,2016-06-21 22:32:04,37.314922,-121.910576,,,0.0,Accident on I-280 Northbound at Exits 4 5A Parkmoor Ave.,Sinclair Fwy N,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,2016-06-21 21:53:00,64.9,,63.0,29.99,10.0,WNW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
821,A-822,Source2,2,2016-06-21 22:26:36,2016-06-21 22:56:36,37.955566,-122.370888,,,0.0,Accident on Martin Dr Eastbound at Ellison Ln.,Martin Dr,Richmond,Contra Costa,CA,94801-1702,US,US/Pacific,KCCR,2016-06-21 22:53:00,72.0,,38.0,29.89,10.0,SSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
822,A-823,Source2,3,2016-06-21 22:55:09,2016-06-21 23:25:09,38.501938,-121.789146,,,0.0,Accident on I-80 Eastbound at Exit 69 Kidwell Rd.,CA-113 N,Dixon,Solano,CA,95620,US,US/Pacific,KEDU,2016-06-21 22:55:00,69.8,,40.0,29.89,10.0,South,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
823,A-824,Source2,2,2016-06-21 23:46:57,2016-06-22 00:31:57,38.714298,-121.540237,,,0.0,Accident on CA-99 El Centro Blvd Southbound at Exit 309 Elverta Rd.,W Elverta Rd,Sacramento,Sacramento,CA,95836,US,US/Pacific,KSMF,2016-06-21 23:53:00,71.1,,41.0,29.87,10.0,SE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
824,A-825,Source2,3,2016-06-22 00:29:47,2016-06-22 00:59:47,37.69278,-122.101685,,,0.0,Two lanes blocked due to accident on I-580 Westbound at Exits 34 35 I-238. On the median.,I-580 W,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2016-06-22 00:54:00,59.0,,72.0,30.02,10.0,West,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
825,A-826,Source2,2,2016-06-22 00:29:20,2016-06-22 01:30:00,39.267353,-121.02877,,,0.0,Single alternate line traffic due to serious accident on CA-49 Southbound at Broad St.,State Highway 49,Nevada City,Nevada,CA,95959,US,US/Pacific,KGOO,2016-06-22 00:25:00,73.4,,23.0,30.08,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
826,A-827,Source2,2,2016-06-22 00:40:26,2016-06-22 01:10:26,39.098984,-122.804314,,,0.0,Accident on CA-20 at Foothill Dr.,Foothill Dr,Nice,Lake,CA,95464,US,US/Pacific,KUKI,2016-06-22 00:56:00,64.0,,54.0,29.94,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
827,A-828,Source2,3,2016-06-22 01:24:26,2016-06-22 02:24:26,37.785709,-122.244514,,,0.0,Lane blocked due to accident on I-880 Southbound at Exit 40 16th Ave.,Nimitz Fwy S,Oakland,Alameda,CA,94606,US,US/Pacific,KOAK,2016-06-22 01:53:00,57.9,,75.0,29.99,10.0,West,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
828,A-829,Source2,2,2016-06-22 01:23:44,2016-06-22 02:23:44,37.996063,-121.785194,,,0.0,Right hand shoulder blocked due to accident on CA-4 Eastbound at Exit 29 Hillcrest Ave.,CA-4 E,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,2016-06-22 01:53:00,62.1,,60.0,29.89,10.0,South,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
829,A-830,Source2,2,2016-06-22 01:59:16,2016-06-22 02:59:16,38.558533,-122.447746,,,0.0,Lane blocked due to accident on Howell Mountain Rd both ways at Falls Rd.,Howell Mountain Rd S,Angwin,Napa,CA,94508-9650,US,US/Pacific,KSTS,2016-06-22 01:53:00,52.0,,86.0,29.92,7.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
830,A-831,Source2,3,2016-06-22 02:01:25,2016-06-22 03:01:25,37.926357,-122.060768,,,0.0,Right hand shoulder blocked due to accident on I-680 Northbound at Exit 48 Sunnyvale Ave.,I-680 S,Walnut Creek,Contra Costa,CA,94597,US,US/Pacific,KCCR,2016-06-22 01:53:00,62.1,,60.0,29.89,10.0,South,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
831,A-832,Source2,3,2016-06-22 02:43:31,2016-06-22 03:43:31,37.352432,-121.837746,,,0.0,Right lane blocked due to accident and vehicles spun around on I-680 Northbound at Exits 1B 1C Jackson Ave.,I-680 N,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2016-06-22 07:47:00,64.4,,64.0,30.02,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
832,A-833,Source2,2,2016-06-22 03:46:12,2016-06-22 04:46:12,37.301517,-121.876823,,,0.0,Right hand shoulder blocked due to accident on CA-87 Guadalupe Fwy Southbound at County Hwy-G8 Almaden Expy.,Almaden Expy,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,2016-06-22 03:53:00,59.0,,78.0,29.97,10.0,NW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
833,A-834,Source2,3,2016-06-22 04:31:35,2016-06-22 05:31:35,37.808498,-122.366852,,,0.0,One lane blocked due to accident on I-80 Eastbound at Exit 4A Treasure Is.,San Francisco-Oakland Bay Brg E,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-06-22 04:53:00,55.9,,80.0,29.98,10.0,WNW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day
834,A-835,Source2,2,2016-06-22 05:53:46,2016-06-22 06:38:46,37.674477,-122.100662,,,0.0,Accident on Princeton St both ways at Bianca Ln.,Princeton St,Hayward,Alameda,CA,94541-3811,US,US/Pacific,KHWD,2016-06-22 05:54:00,57.0,,74.0,30.01,8.0,West,8.1,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
835,A-836,Source2,3,2016-06-22 05:45:14,2016-06-22 06:30:14,37.549904,-122.025429,,,0.0,Accident on I-880 Southbound at Exit 19 CA-84 Thornton Ave.,Nimitz Fwy S,Newark,Alameda,CA,94560,US,US/Pacific,KPAO,2016-06-22 06:47:00,57.2,,88.0,29.99,8.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
836,A-837,Source2,2,2016-06-22 06:46:30,2016-06-22 07:28:00,38.176636,-122.594177,,,0.0,Right hand shoulder blocked due to accident on US-101 Redwood Hwy Southbound at US-101 Redwood Hwy.,Redwood Hwy S,Novato,Marin,CA,94945,US,US/Pacific,KDVO,2016-06-22 06:55:00,50.0,,94.0,29.98,5.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
837,A-838,Source2,2,2016-06-22 06:40:26,2016-06-22 07:25:26,37.590557,-122.36186200000002,,,0.0,Shoulder blocked on exit ramp due to accident on US-101 Northbound at Exits 419A 419B Bayshore Hwy.,US-101 N,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,2016-06-22 06:56:00,55.9,,80.0,30.0,10.0,West,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
838,A-839,Source2,3,2016-06-22 07:07:21,2016-06-22 07:52:21,38.606236,-121.508064,,,0.0,Right hand shoulder blocked due to accident on I-5 Southbound at Exits 521 521A Garden Hwy.,Garden Hwy,Sacramento,Sacramento,CA,95833,US,US/Pacific,KMCC,2016-06-22 07:15:00,64.4,,56.0,29.92,7.0,SSE,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
839,A-840,Source2,3,2016-06-22 08:01:02,2016-06-22 08:46:36,37.57436,-121.88523899999998,,,0.0,#6 lane blocked and right hand shoulder blocked due to accident on I-680 Southbound after Exit 20 Andrade Rd.,Andrade Rd,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,2016-06-22 07:53:00,62.1,,65.0,29.97,10.0,WNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
840,A-841,Source2,2,2016-06-22 08:43:06,2016-06-22 09:28:06,38.692123,-120.886917,,,0.0,Fuel spillage on Greenstone Rd at Studebaker Rd.,Greenstone Rd,Placerville,El Dorado,CA,95667-8245,US,US/Pacific,KPVF,2016-06-22 08:35:00,77.0,,24.0,30.03,10.0,SE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
841,A-842,Source2,3,2016-06-22 09:11:07,2016-06-22 09:41:07,38.242306,-122.08654,,,0.0,Right hand shoulder blocked due to accident on I-80 Westbound near Exits 43 44A Abernathy Rd.,Abernathy Rd,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2016-06-22 08:54:00,62.1,,70.0,29.96,10.0,WSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
842,A-843,Source2,2,2016-06-22 09:16:22,2016-06-22 09:46:22,37.036915,-122.042366,,,0.0,Accident on Graham Hill Rd at Lockewood Ln.,Graham Hill Rd,Scotts Valley,Santa Cruz,CA,95066-4304,US,US/Pacific,KWVI,2016-06-22 09:14:00,57.0,,87.0,30.03,8.0,Calm,,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
843,A-844,Source2,3,2016-06-22 09:12:40,2016-06-22 09:42:40,37.708939,-121.723686,,,0.0,Left lane blocked due to accident on I-580 Eastbound after Exit 55 Vasco Rd.,I-580 E,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2016-06-22 08:53:00,66.0,,56.0,29.97,10.0,WNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
844,A-845,Source2,2,2016-06-22 09:26:11,2016-06-22 10:11:11,38.094425,-120.944992,,,0.0,One lane blocked due to accident on CA-26 at Wimer Rd.,N Wimer Rd,Linden,San Joaquin,CA,95236-9425,US,US/Pacific,KSCK,2016-06-22 09:55:00,80.1,,32.0,29.93,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
845,A-846,Source2,2,2016-06-22 09:47:26,2016-06-22 10:17:26,37.359665,-121.995987,,,0.0,Accident on Cabrillo Ave at County Hwy-G2 Lawrence Expy.,Cabrillo Ave,Santa Clara,Santa Clara,CA,95051,US,US/Pacific,KSJC,2016-06-22 09:53:00,70.0,,53.0,30.0,10.0,NW,6.9,,Clear,False,False,True,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
846,A-847,Source2,3,2016-06-22 10:03:15,2016-06-22 10:33:15,37.986759,-122.31488,,,0.0,#2 &amp; #3 lane blocked due to accident on I-80 Westbound at I-80 Exit 20 / Richmond Pkwy.,Richmond Pkwy,San Pablo,Contra Costa,CA,94806,US,US/Pacific,KCCR,2016-06-22 09:53:00,72.0,,43.0,29.92,10.0,SSW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
